symbol,current_price,recent_vol,historical_vol,vol_contraction,range_compression,breakout_potential,edge_score,target_return
META,752.4500122070312,16.625782137250063,33.73461601854588,50.71595856283082,78.77339287280743,2.0290543771148952,1029.0543771148953,30.435815656723427
NFLX,1243.8199462890625,18.494075036249207,26.34363761686298,29.796805949035466,47.065251490797145,1.4244366136304887,424.4366136304888,21.36654920445733
