sim_id,strategy,pnl,exit_day,max_risk,scenario,pnl_details
0,LONG_CALL,-752.9760123671409,1,1681.3992171999744,"{'symbol': np.str_('TSLA'), 'regime': np.str_('bull_market'), 'base_price': 241.84633784526568, 'price_change_pct': 3.5993967883073235, 'volatility': 0.6990340887535432, 'rsi': 90, 'volume_multiplier': 1.9466286040036138, 'current_price': 250.55134716230705, 'vix_level': 12.692750333955244, 'market_sentiment': np.float64(-0.17511587677962118), 'sector_rotation': np.str_('momentum'), 'fed_policy': np.str_('dovish'), 'earnings_season': False, 'geopolitical_risk': 0.27262610573249185, 'liquidity_conditions': 0.9462926632518445, 'correlation_regime': np.str_('low'), 'volatility_regime': 'normal', 'economic_phase': np.str_('peak'), 'inflation_rate': 5.198645258791802, 'interest_rates': 2.645227771335011, 'unemployment_rate': 3.9432141291660816, 'gdp_growth': 1.9481206102108888, 'beta': 2.1, 'sector': 'auto'}","{'gross_pnl': -750.9760123671409, 'net_pnl': -752.9760123671409, 'delta_pnl': -1334.4721702004836, 'gamma_pnl': 1560.8272316695795, 'theta_pnl': -8.810117693847404, 'vega_pnl': -748.0733553175487, 'entry_value': 16.793992171999744, 'exit_value': 9.284232048328334, 'entry_intrinsic': 0, 'exit_intrinsic': 0, 'max_risk': 1681.3992171999744}"
1,BULL_CALL_SPREAD,480.0567508108197,9,504.0,"{'symbol': np.str_('QQQ'), 'regime': np.str_('bull_market'), 'base_price': 300.1291851589944, 'price_change_pct': 1.1477684328593551, 'volatility': 0.42304358447653, 'rsi': 90, 'volume_multiplier': 2.3836762444227944, 'current_price': 303.5739732040473, 'vix_level': 15.534676057223177, 'market_sentiment': np.float64(0.053605509477280176), 'sector_rotation': np.str_('momentum'), 'fed_policy': np.str_('neutral'), 'earnings_season': True, 'geopolitical_risk': 0.1809463791804207, 'liquidity_conditions': 0.3194190079784607, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 3.1094834724266525, 'interest_rates': 3.962129181724385, 'unemployment_rate': 5.094716362432035, 'gdp_growth': -2.7462274760494547, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': 480.0567508108197, 'gross_pnl': 480.0567508108197, 'long_leg_pnl': 6606.528324735118, 'short_leg_pnl': -6126.471573924298, 'max_risk': 504.0}"
4,BULL_CALL_SPREAD,-3.3612578157654838,9,504.0,"{'symbol': np.str_('GOOGL'), 'regime': np.str_('bull_market'), 'base_price': 117.21528664578699, 'price_change_pct': 0.962179497463897, 'volatility': 0.4134178978104545, 'rsi': 90, 'volume_multiplier': 2.6841548574674587, 'current_price': 118.34310810178629, 'vix_level': 10, 'market_sentiment': np.float64(-0.040089870440794796), 'sector_rotation': np.str_('cyclical'), 'fed_policy': np.str_('neutral'), 'earnings_season': True, 'geopolitical_risk': 0.45584865949868814, 'liquidity_conditions': 0.5264761312734954, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 3.1021340110085056, 'interest_rates': 3.7112567779587344, 'unemployment_rate': 7.545895956313957, 'gdp_growth': 0.5858776778922907, 'beta': 1.3, 'sector': 'tech'}","{'net_pnl': -3.3612578157654838, 'gross_pnl': -3.3612578157654838, 'long_leg_pnl': -96.55046532575682, 'short_leg_pnl': 93.18920750999133, 'max_risk': 504.0}"
5,BEAR_PUT_SPREAD,323.63107932941483,0,1004.0,"{'symbol': np.str_('TSLA'), 'regime': np.str_('sideways'), 'base_price': 217.83573590146395, 'price_change_pct': -2.298851901554326, 'volatility': 0.20848960613949544, 'rsi': 10, 'volume_multiplier': 1.491583772944645, 'current_price': 212.8280149444283, 'vix_level': 10, 'market_sentiment': np.float64(0.2638896996063523), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.16374117777234498, 'liquidity_conditions': 0.8547188672838235, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 0.7518241970084106, 'interest_rates': 3.160337818418364, 'unemployment_rate': 4.276574603530584, 'gdp_growth': -1.6435917741516008, 'beta': 2.1, 'sector': 'auto'}","{'net_pnl': 323.63107932941483, 'gross_pnl': 323.63107932941483, 'long_leg_pnl': 315.883049474134, 'short_leg_pnl': 7.748029855280823, 'max_risk': 1004.0}"
6,BEAR_PUT_SPREAD,0.2970422247450699,4,1004.0,"{'symbol': np.str_('QQQ'), 'regime': np.str_('bull_market'), 'base_price': 290.36071552698485, 'price_change_pct': 0.09139200188280232, 'volatility': 0.13118321807024932, 'rsi': np.float64(64.74014569437924), 'volume_multiplier': 1.79779299838343, 'current_price': 290.62608199758614, 'vix_level': 11.59325999000569, 'market_sentiment': np.float64(0.30713403069357187), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.08973831181028312, 'liquidity_conditions': 0.717683376921606, 'correlation_regime': np.str_('high'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 3.600123856088429, 'interest_rates': 1.4304240117917395, 'unemployment_rate': 4.06740697086374, 'gdp_growth': -5.4955120489252876, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': 0.2970422247450699, 'gross_pnl': 0.2970422247450699, 'long_leg_pnl': -35.79197817365913, 'short_leg_pnl': 36.0890203984042, 'max_risk': 1004.0}"
7,LONG_PUT,-3503.2507369911405,2,13008.74956804241,"{'symbol': np.str_('NVDA'), 'regime': np.str_('volatile_bear'), 'base_price': 375.0912246774957, 'price_change_pct': 11.897098645499288, 'volatility': 3.2307214257100583, 'rsi': 90, 'volume_multiplier': 2.7910551265030423, 'current_price': 419.7161976879887, 'vix_level': 11.894658053108676, 'market_sentiment': np.float64(0.029328100538269414), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.03479412992434429, 'liquidity_conditions': 0.8135038112983067, 'correlation_regime': np.str_('high'), 'volatility_regime': 'normal', 'economic_phase': np.str_('contraction'), 'inflation_rate': 2.923117742036335, 'interest_rates': 0.19863469012883073, 'unemployment_rate': 6.480069798611094, 'gdp_growth': -1.4121641858606369, 'beta': 1.8, 'sector': 'tech'}","{'gross_pnl': -3501.2507369911405, 'net_pnl': -3503.2507369911405, 'delta_pnl': 4588.559705832944, 'gamma_pnl': 15379.893262035557, 'theta_pnl': -25.78224717970812, 'vega_pnl': -9981.30314317566, 'entry_value': 130.06749568042412, 'exit_value': 95.05498831051271, 'max_risk': 13008.74956804241}"
10,BULL_CALL_SPREAD,-0.7841194716501718,14,504.0,"{'symbol': np.str_('AAPL'), 'regime': np.str_('bull_market'), 'base_price': 217.76495596566556, 'price_change_pct': 1.1596986793383495, 'volatility': 0.37986463750349997, 'rsi': 90, 'volume_multiplier': 0.5084249545614723, 'current_price': 220.2903732840611, 'vix_level': 24.86195557243372, 'market_sentiment': np.float64(-0.08951935026895755), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.0633922965451119, 'liquidity_conditions': 0.6135374538224582, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 1.4814716193347606, 'interest_rates': 3.8950648839376, 'unemployment_rate': 8.22492034855863, 'gdp_growth': 1.1185959317731373, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': -0.7841194716501718, 'gross_pnl': -0.7841194716501718, 'long_leg_pnl': -373.21162151568933, 'short_leg_pnl': 372.42750204403916, 'max_risk': 504.0}"
12,BULL_CALL_SPREAD,496.6261953832086,2,504.0,"{'symbol': np.str_('QQQ'), 'regime': np.str_('volatile_bull'), 'base_price': 495.2549524430229, 'price_change_pct': 1.5244244106994467, 'volatility': 0.232887552676068, 'rsi': 90, 'volume_multiplier': 1.6900057248045575, 'current_price': 502.80473983326226, 'vix_level': 16.206540400104235, 'market_sentiment': np.float64(-0.4833056586855326), 'sector_rotation': np.str_('defensive'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.13911882620638183, 'liquidity_conditions': 0.838808151845809, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 1.1835539004850837, 'interest_rates': 3.471090208231164, 'unemployment_rate': 6.374745849579897, 'gdp_growth': 3.507623574426068, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': 496.6261953832086, 'gross_pnl': 496.6261953832086, 'long_leg_pnl': 3058.341335227982, 'short_leg_pnl': -2561.7151398447736, 'max_risk': 504.0}"
14,BULL_CALL_SPREAD,0.6329018158527049,7,504.0,"{'symbol': np.str_('IWM'), 'regime': np.str_('bull_market'), 'base_price': 164.7045202551697, 'price_change_pct': -1.1641069749099018, 'volatility': 0.22696374808452152, 'rsi': 10, 'volume_multiplier': 1.8569843110002406, 'current_price': 162.78718344688738, 'vix_level': 13.107929264589862, 'market_sentiment': np.float64(-0.008286765834345584), 'sector_rotation': np.str_('momentum'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.7637566564521898, 'liquidity_conditions': 0.632427269945431, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 0.5015043834647133, 'interest_rates': 3.6248577534308373, 'unemployment_rate': 3.7808153353431386, 'gdp_growth': 4.234252691034752, 'beta': 1.3, 'sector': 'small'}","{'net_pnl': 0.6329018158527049, 'gross_pnl': 0.6329018158527049, 'long_leg_pnl': -82.86915036329452, 'short_leg_pnl': 83.50205217914723, 'max_risk': 504.0}"
15,LONG_PUT,-79.22898555058563,13,208.8764752590683,"{'symbol': np.str_('XLF'), 'regime': np.str_('bear_market'), 'base_price': 28.177834590596632, 'price_change_pct': 1.7644020078942644, 'volatility': 0.7770538001672161, 'rsi': 90, 'volume_multiplier': 1.6949742580452047, 'current_price': 28.675004869894245, 'vix_level': 16.073877318419342, 'market_sentiment': np.float64(-0.031996440937497206), 'sector_rotation': np.str_('value'), 'fed_policy': np.str_('dovish'), 'earnings_season': True, 'geopolitical_risk': 0.7113833792575424, 'liquidity_conditions': 0.6311140283672686, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 1.646716421747433, 'interest_rates': 4.973530000697902, 'unemployment_rate': 4.071304811548335, 'gdp_growth': 2.3946864648112482, 'beta': 1.5, 'sector': 'finance'}","{'gross_pnl': -77.22898555058563, 'net_pnl': -79.22898555058563, 'delta_pnl': -37.40894058767708, 'gamma_pnl': 1.52851818246476, 'theta_pnl': -120.6159401032582, 'vega_pnl': 0.0, 'entry_value': 2.068764752590683, 'exit_value': 1.2964748970848265, 'max_risk': 208.8764752590683}"
16,BULL_CALL_SPREAD,0.09534069525130029,0,504.0,"{'symbol': np.str_('XLF'), 'regime': np.str_('bull_market'), 'base_price': 26.154118169332765, 'price_change_pct': 0.5074829467931273, 'volatility': 0.23480797786571297, 'rsi': 79.71186700803622, 'volume_multiplier': 1.921028361498351, 'current_price': 26.286845858926252, 'vix_level': 13.125752801147373, 'market_sentiment': np.float64(-0.1256447330957149), 'sector_rotation': np.str_('defensive'), 'fed_policy': np.str_('dovish'), 'earnings_season': False, 'geopolitical_risk': 0.22425386120165167, 'liquidity_conditions': 0.8515089150928953, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 2.2065140201683016, 'interest_rates': 2.4810070344965913, 'unemployment_rate': 3.6439292353267647, 'gdp_growth': 3.0344107717683806, 'beta': 1.5, 'sector': 'finance'}","{'net_pnl': 0.09534069525130029, 'gross_pnl': 0.09534069525130029, 'long_leg_pnl': -2.9296306680745547, 'short_leg_pnl': 3.024971363325855, 'max_risk': 504.0}"
19,BULL_CALL_SPREAD,0.4229660638536359,10,504.0,"{'symbol': np.str_('AMZN'), 'regime': np.str_('sideways'), 'base_price': 125.85302088514479, 'price_change_pct': -0.35432939813630643, 'volatility': 0.20519582098059433, 'rsi': np.float64(46.66065630593323), 'volume_multiplier': 1.8714555967165296, 'current_price': 125.40708663370609, 'vix_level': 25.098383227011674, 'market_sentiment': np.float64(-0.16908738626279324), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.3205513320214893, 'liquidity_conditions': 0.8588510719566022, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 2.232494715910713, 'interest_rates': 2.410236462292666, 'unemployment_rate': 5.367227947425656, 'gdp_growth': 3.333054959712571, 'beta': 1.4, 'sector': 'consumer'}","{'net_pnl': 0.4229660638536359, 'gross_pnl': 0.4229660638536359, 'long_leg_pnl': -81.15452649303445, 'short_leg_pnl': 81.57749255688809, 'max_risk': 504.0}"
20,BULL_CALL_SPREAD,1.6999705101030145,4,504.0,"{'symbol': np.str_('AAPL'), 'regime': np.str_('bull_market'), 'base_price': 188.79413078021062, 'price_change_pct': 0.775476930859637, 'volatility': 0.24343959486610345, 'rsi': np.float64(87.03103417336143), 'volume_multiplier': 1.7612909068000844, 'current_price': 190.25818571122815, 'vix_level': 23.46928869796041, 'market_sentiment': np.float64(0.06549187278668231), 'sector_rotation': np.str_('value'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.6427798850679449, 'liquidity_conditions': 0.8380117966786301, 'correlation_regime': np.str_('low'), 'volatility_regime': 'normal', 'economic_phase': np.str_('peak'), 'inflation_rate': 4.55687057312647, 'interest_rates': 5.053647600508573, 'unemployment_rate': 4.4808846055191545, 'gdp_growth': 3.302323432212429, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': 1.6999705101030145, 'gross_pnl': 1.6999705101030145, 'long_leg_pnl': -76.95202751322054, 'short_leg_pnl': 78.65199802332356, 'max_risk': 504.0}"
22,LONG_PUT,1081.8345901599375,0,3590.009768609158,"{'symbol': np.str_('TSLA'), 'regime': np.str_('crisis'), 'base_price': 202.3752982522053, 'price_change_pct': -10.66467579489727, 'volatility': 2.0727234500878913, 'rsi': 10, 'volume_multiplier': 4.571141711088663, 'current_price': 180.7926288046512, 'vix_level': 10.136507995190682, 'market_sentiment': np.float64(-0.19873037177240022), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': True, 'geopolitical_risk': 0.06610172933314531, 'liquidity_conditions': 0.9271658921816043, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 1.8562685194274784, 'interest_rates': 5.006189810413383, 'unemployment_rate': 3.804713083696165, 'gdp_growth': 0.30750089962674565, 'beta': 2.1, 'sector': 'auto'}","{'gross_pnl': 1083.8345901599375, 'net_pnl': 1081.8345901599375, 'delta_pnl': 675.1031215136856, 'gamma_pnl': 5131.692629576174, 'theta_pnl': -0.0, 'vega_pnl': -4329.342314680176, 'entry_value': 35.88009768609158, 'exit_value': 46.718443587690956, 'max_risk': 3590.009768609158}"
23,BULL_CALL_SPREAD,490.0478487754626,8,504.0,"{'symbol': np.str_('QQQ'), 'regime': np.str_('bear_market'), 'base_price': 352.7485793834823, 'price_change_pct': -0.33369608984336435, 'volatility': 0.25105197039103316, 'rsi': 40.612949572986174, 'volume_multiplier': 1.8313641096400923, 'current_price': 351.5714711671016, 'vix_level': 12.733088939803702, 'market_sentiment': np.float64(0.04692167771777574), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.3498777656678628, 'liquidity_conditions': 0.7412283855800281, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('expansion'), 'inflation_rate': 3.123359582693939, 'interest_rates': 3.1845444314782436, 'unemployment_rate': 3.457480558262924, 'gdp_growth': 4.552151620703128, 'beta': 1.2, 'sector': 'tech'}","{'net_pnl': 490.0478487754626, 'gross_pnl': 490.0478487754626, 'long_leg_pnl': 6751.108556693349, 'short_leg_pnl': -6261.060707917886, 'max_risk': 504.0}"
25,LONG_PUT,-48.29660270489282,2,1380.8958654226556,"{'symbol': np.str_('AAPL'), 'regime': np.str_('volatile_bear'), 'base_price': 281.7898088916936, 'price_change_pct': 1.244878636938272, 'volatility': 0.5040915515484506, 'rsi': 90, 'volume_multiplier': 1.5344167161526863, 'current_price': 285.2977500236555, 'vix_level': 15.440785668922231, 'market_sentiment': np.float64(-0.638709365730698), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.7751209993499911, 'liquidity_conditions': 0.588147627329366, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 0.011661835747030391, 'interest_rates': 2.834917445873628, 'unemployment_rate': 7.442770440632478, 'gdp_growth': -0.9488185402519294, 'beta': 1.2, 'sector': 'tech'}","{'gross_pnl': -46.29660270489282, 'net_pnl': -48.29660270489282, 'delta_pnl': -217.35992339209602, 'gamma_pnl': 56.75901115215781, 'theta_pnl': -19.351393671303498, 'vega_pnl': 0.0, 'entry_value': 13.788958654226555, 'exit_value': 13.325992627177627, 'max_risk': 1380.8958654226556}"
27,BULL_CALL_SPREAD,497.0587239143857,9,504.0,"{'symbol': np.str_('GOOGL'), 'regime': np.str_('bull_market'), 'base_price': 100.77663237313399, 'price_change_pct': 1.3280641551995855, 'volatility': 0.23272261205898115, 'rsi': 90, 'volume_multiplier': 0.6429783127525102, 'current_price': 102.11501070449886, 'vix_level': 11.855612923867803, 'market_sentiment': np.float64(-0.006392530994112876), 'sector_rotation': np.str_('momentum'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.5644166611459557, 'liquidity_conditions': 0.6078398520890873, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 3.5404629716422527, 'interest_rates': 0.1, 'unemployment_rate': 7.967080544004253, 'gdp_growth': -3.616345721320987, 'beta': 1.3, 'sector': 'tech'}","{'net_pnl': 497.0587239143857, 'gross_pnl': 497.0587239143857, 'long_leg_pnl': 488.67388353053116, 'short_leg_pnl': 8.384840383854584, 'max_risk': 504.0}"
28,LONG_PUT,-1230.5034153351774,2,3180.747653948735,"{'symbol': np.str_('TSLA'), 'regime': np.str_('volatile_bear'), 'base_price': 233.93465495264164, 'price_change_pct': -2.174510209948805, 'volatility': 1.448544348295375, 'rsi': 10, 'volume_multiplier': 1.472794112333842, 'current_price': 228.84772199608793, 'vix_level': 18.148191511748585, 'market_sentiment': np.float64(-0.10291933559253758), 'sector_rotation': np.str_('defensive'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.5172710913619601, 'liquidity_conditions': 0.717935243474531, 'correlation_regime': np.str_('high'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 1.9990313344378214, 'interest_rates': 2.052526427936048, 'unemployment_rate': 7.685997117433199, 'gdp_growth': -5.769238250509034, 'beta': 2.1, 'sector': 'auto'}","{'gross_pnl': -1228.5034153351774, 'net_pnl': -1230.5034153351774, 'delta_pnl': -1775.3553061349958, 'gamma_pnl': 6754.3847398690905, 'theta_pnl': -23.789544516700147, 'vega_pnl': -2533.0852201409193, 'entry_value': 31.787476539487354, 'exit_value': 19.50244238613558, 'max_risk': 3180.747653948735}"
29,LONG_PUT,-7.07274432339061,3,90.301074877031,"{'symbol': np.str_('XLF'), 'regime': np.str_('bear_market'), 'base_price': 32.60489848056358, 'price_change_pct': -1.0181071997509716, 'volatility': 0.31565762288285226, 'rsi': 10, 'volume_multiplier': 1.4120552351377267, 'current_price': 32.27294566166147, 'vix_level': 11.350087724680272, 'market_sentiment': np.float64(0.17080243095667041), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('neutral'), 'earnings_season': False, 'geopolitical_risk': 0.31394243866093063, 'liquidity_conditions': 0.8453216575701944, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 0.0855436613447973, 'interest_rates': 2.2207232847379497, 'unemployment_rate': 8.89194751197284, 'gdp_growth': 1.6327947995914291, 'beta': 1.5, 'sector': 'finance'}","{'gross_pnl': -5.07274432339061, 'net_pnl': -7.07274432339061, 'delta_pnl': -92.90469526307707, 'gamma_pnl': 9.973829692395467, 'theta_pnl': -22.98512606361264, 'vega_pnl': 0.0, 'entry_value': 0.8830107487703099, 'exit_value': 0.8322833055364038, 'max_risk': 90.301074877031}"
30,LONG_PUT,129.0464400261896,0,3152.109934898784,"{'symbol': np.str_('NVDA'), 'regime': np.str_('volatile_bear'), 'base_price': 506.37192125490736, 'price_change_pct': 2.793702566406809, 'volatility': 0.6309050550874974, 'rsi': 90, 'volume_multiplier': 2.4441526585034095, 'current_price': 520.5184466145691, 'vix_level': 12.375707987583828, 'market_sentiment': np.float64(-0.5878240226489192), 'sector_rotation': np.str_('value'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.2534372204069929, 'liquidity_conditions': 0.7699812472803573, 'correlation_regime': np.str_('low'), 'volatility_regime': 'low', 'economic_phase': np.str_('contraction'), 'inflation_rate': 0.16827321229047132, 'interest_rates': 0.7500119355888204, 'unemployment_rate': 4.136001215258707, 'gdp_growth': -1.2923767148502066, 'beta': 1.8, 'sector': 'tech'}","{'gross_pnl': 131.0464400261896, 'net_pnl': 129.0464400261896, 'delta_pnl': -1135.9635045152472, 'gamma_pnl': 1511.253448068888, 'theta_pnl': -0.0, 'vega_pnl': 0.0, 'entry_value': 31.50109934898784, 'exit_value': 32.811563749249736, 'max_risk': 3152.109934898784}"
32,BULL_CALL_SPREAD,1.5214940761480875,10,504.0,"{'symbol': np.str_('MSFT'), 'regime': np.str_('bull_market'), 'base_price': 268.7425233728199, 'price_change_pct': 0.3787674045640693, 'volatility': 0.31129779805960883, 'rsi': 68.89606562147986, 'volume_multiplier': 1.7409302421127577, 'current_price': 269.7604324535591, 'vix_level': 23.15467270795112, 'market_sentiment': np.float64(0.03034360853535369), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.2590309890948548, 'liquidity_conditions': 0.771785076882329, 'correlation_regime': np.str_('high'), 'volatility_regime': 'normal', 'economic_phase': np.str_('contraction'), 'inflation_rate': 1.6507423778447532, 'interest_rates': 0.1, 'unemployment_rate': 6.111687678635222, 'gdp_growth': -2.28822909821517, 'beta': 1.1, 'sector': 'tech'}","{'net_pnl': 1.5214940761480875, 'gross_pnl': 1.5214940761480875, 'long_leg_pnl': -266.28912186721266, 'short_leg_pnl': 267.81061594336074, 'max_risk': 504.0}"
34,LONG_PUT,-126.36409462202053,6,1710.947918524263,"{'symbol': np.str_('SPY'), 'regime': np.str_('bear_market'), 'base_price': 391.2516482636511, 'price_change_pct': -2.3755342759669307, 'volatility': 0.46663676733519366, 'rsi': 10, 'volume_multiplier': 3.3985190805464307, 'current_price': 381.9573312538625, 'vix_level': 22.55970179924918, 'market_sentiment': np.float64(-0.18281006968856572), 'sector_rotation': np.str_('cyclical'), 'fed_policy': np.str_('hawkish'), 'earnings_season': True, 'geopolitical_risk': 0.17982256805488228, 'liquidity_conditions': 0.8055867300983617, 'correlation_regime': np.str_('high'), 'volatility_regime': 'normal', 'economic_phase': np.str_('contraction'), 'inflation_rate': 1.145661342104025, 'interest_rates': 1.5319029485763196, 'unemployment_rate': 6.526194427172456, 'gdp_growth': -3.702852603496949, 'beta': 1.0, 'sector': 'broad'}","{'gross_pnl': -124.36409462202053, 'net_pnl': -126.36409462202053, 'delta_pnl': -1870.5524178655082, 'gamma_pnl': 5671.0943771583625, 'theta_pnl': -54.33149879825109, 'vega_pnl': 0.0, 'entry_value': 17.08947918524263, 'exit_value': 15.845838239022425, 'max_risk': 1710.947918524263}"
35,LONG_PUT,-799.5266829855386,13,2117.0672316135556,"{'symbol': np.str_('MSFT'), 'regime': np.str_('bear_market'), 'base_price': 322.440857174307, 'price_change_pct': -2.657473068727683, 'volatility': 0.702555239435875, 'rsi': 10, 'volume_multiplier': 1.1387678867701807, 'current_price': 313.8720782323251, 'vix_level': 15.819952961820448, 'market_sentiment': np.float64(0.10763720694890118), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': False, 'geopolitical_risk': 0.3591982727876186, 'liquidity_conditions': 0.9074448897631013, 'correlation_regime': np.str_('high'), 'volatility_regime': 'normal', 'economic_phase': np.str_('trough'), 'inflation_rate': 1.5521963375152623, 'interest_rates': 2.745299566512944, 'unemployment_rate': 4.502913251470364, 'gdp_growth': -4.0044467628960625, 'beta': 1.1, 'sector': 'tech'}","{'gross_pnl': -797.5266829855386, 'net_pnl': -799.5266829855386, 'delta_pnl': -108.19386600563912, 'gamma_pnl': 19.139224135702246, 'theta_pnl': -115.28386722680924, 'vega_pnl': 0.0, 'entry_value': 21.150672316135555, 'exit_value': 13.17540548628017, 'max_risk': 2117.0672316135556}"
36,LONG_PUT,2209.3909008226706,0,2095.2655280534605,"{'symbol': np.str_('IWM'), 'regime': np.str_('volatile_bear'), 'base_price': 221.0270143353931, 'price_change_pct': -4.522037243379616, 'volatility': 1.0355290301166349, 'rsi': 10, 'volume_multiplier': 1.2729058319596986, 'current_price': 211.0320904292166, 'vix_level': 24.828837736680583, 'market_sentiment': np.float64(-0.262323868086985), 'sector_rotation': np.str_('value'), 'fed_policy': np.str_('neutral'), 'earnings_season': True, 'geopolitical_risk': 0.10429233961631343, 'liquidity_conditions': 0.8532696108754503, 'correlation_regime': np.str_('high'), 'volatility_regime': 'normal', 'economic_phase': np.str_('expansion'), 'inflation_rate': 2.8332172776138433, 'interest_rates': 3.330057153967455, 'unemployment_rate': 4.409506256365738, 'gdp_growth': 3.7457126257633937, 'beta': 1.3, 'sector': 'small'}","{'gross_pnl': 2211.3909008226706, 'net_pnl': 2209.3909008226706, 'delta_pnl': 1042.0762602644752, 'gamma_pnl': 3582.237224007232, 'theta_pnl': -0.0, 'vega_pnl': -388.73619549138573, 'entry_value': 20.932655280534604, 'exit_value': 43.04656428876131, 'max_risk': 2095.2655280534605}"
37,LONG_CALL,5319.25815683661,3,1855.5910954388341,"{'symbol': np.str_('AAPL'), 'regime': np.str_('bear_market'), 'base_price': 235.69693145260717, 'price_change_pct': 2.563902086727437, 'volatility': 0.7994587370255027, 'rsi': 90, 'volume_multiplier': 2.3755102635688807, 'current_price': 241.7399699964731, 'vix_level': 19.68586132210091, 'market_sentiment': np.float64(-0.1735429511230143), 'sector_rotation': np.str_('growth'), 'fed_policy': np.str_('hawkish'), 'earnings_season': True, 'geopolitical_risk': 0.035516408916842206, 'liquidity_conditions': 0.687652898487455, 'correlation_regime': np.str_('medium'), 'volatility_regime': 'normal', 'economic_phase': np.str_('expansion'), 'inflation_rate': 3.485356710582827, 'interest_rates': 3.8331662939097186, 'unemployment_rate': 4.625700781168471, 'gdp_growth': 2.1845794917119568, 'beta': 1.2, 'sector': 'tech'}","{'gross_pnl': 5321.25815683661, 'net_pnl': 5319.25815683661, 'delta_pnl': 2659.510640557074, 'gamma_pnl': 8359.32221708116, 'theta_pnl': -31.882664242596885, 'vega_pnl': -487.1285317255234, 'entry_value': 18.535910954388342, 'exit_value': 71.74849252275445, 'entry_intrinsic': 0, 'exit_intrinsic': 55.6728316605346, 'max_risk': 1855.5910954388341}"
