timestamp,pair,score,direction,rsi,macd,macd_signal,adx,ema_10,ema_21,ema_200,signals,price,action_taken
2025-11-18 03:08:16,USD_JPY,2.00,SHORT,64.64,0.10800,0.10503,21.15,155.23426,155.14903,nan,macd_bull_cross|rsi_overbought,155.40800,no_signal
2025-11-18 03:11:00,GBP_USD,0.00,SHORT,42.32,-0.00032,-0.00022,12.06,1.31516,1.31547,nan,,1.31434,no_signal
2025-11-18 03:11:00,USD_JPY,2.00,SHORT,64.64,0.10800,0.10503,21.15,155.23426,155.14903,nan,macd_bull_cross|rsi_overbought,155.40800,no_signal
2025-11-18 04:08:22,GBP_USD,0.00,SHORT,45.31,-0.00035,-0.00025,12.70,1.31504,1.31538,nan,,1.31472,no_signal
2025-11-18 04:08:22,USD_JPY,2.00,SHORT,60.24,0.11044,0.10635,20.00,155.25537,155.16750,nan,rsi_overbought,155.33400,no_signal
2025-11-18 04:11:05,GBP_USD,0.00,SHORT,44.11,-0.00037,-0.00025,12.70,1.31501,1.31536,nan,,1.31453,no_signal
2025-11-18 04:11:05,USD_JPY,2.00,SHORT,61.44,0.11219,0.10670,20.00,155.25937,155.16950,nan,rsi_overbought,155.35600,no_signal
2025-11-18 05:08:27,GBP_USD,0.00,SHORT,43.68,-0.00035,-0.00026,11.49,1.31499,1.31533,nan,,1.31430,no_signal
2025-11-18 05:08:27,USD_JPY,0.00,SHORT,54.99,0.09256,0.10169,20.65,155.22899,155.16105,nan,,155.23300,no_signal
2025-11-18 05:11:11,GBP_USD,0.00,SHORT,41.55,-0.00039,-0.00027,12.21,1.31490,1.31529,nan,,1.31380,no_signal
2025-11-18 05:11:11,USD_JPY,0.00,SHORT,55.75,0.09424,0.10202,20.65,155.23281,155.16296,nan,,155.25400,no_signal
2025-11-18 06:08:32,GBP_USD,2.00,LONG,49.97,-0.00022,-0.00024,10.90,1.31526,1.31544,nan,macd_bull_cross,1.31552,no_signal
2025-11-18 06:08:33,USD_JPY,0.00,SHORT,54.41,0.08182,0.09694,21.41,155.21770,155.16109,nan,,155.21600,no_signal
2025-11-18 06:11:16,GBP_USD,2.00,LONG,51.15,-0.00021,-0.00024,10.90,1.31529,1.31546,nan,macd_bull_cross,1.31572,no_signal
2025-11-18 06:11:16,USD_JPY,0.00,SHORT,52.77,0.07862,0.09631,21.41,155.21043,155.15745,nan,,155.17600,no_signal
2025-11-18 07:08:38,GBP_USD,0.00,SHORT,50.48,-0.00016,-0.00022,10.76,1.31537,1.31548,nan,,1.31562,no_signal
2025-11-18 07:08:38,USD_JPY,0.00,SHORT,51.19,0.07214,0.09221,20.32,155.20825,155.16166,nan,,155.15100,no_signal
